image,A,B,C,D
ISIC_0011210.jpg,0.2,1.34,0.29,0.71
ISIC_0000041.jpg,0.28,2.03,0.22,0.67
ISIC_0004110.jpg,0.15,1.24,0.23,0.71
ISIC_0012677.jpg,0.15,1.65,0.27,0.68
ISIC_0010593.jpg,0.14,1.15,0.34,0.59
ISIC_0014032.jpg,0.14,1.17,0.15,0.66
ISIC_0010227.jpg,0.23,8.41,0.13,0.71
ISIC_0000501.jpg,0.18,2.34,0.17,0.64
ISIC_0013200.jpg,0.16,1.69,0.09,0.72
ISIC_0010043.jpg,0.27,1.25,0.18,0.69
ISIC_0000495.jpg,0.18,1.79,0.31,0.66
ISIC_0015226.jpg,0.15,6.59,0.27,0.67
ISIC_0012149.jpg,0.2,1.19,0.22,0.67
ISIC_0000485.jpg,0.53,9.37,0.22,0.82
ISIC_0014072.jpg,0.2,1.2,0.11,0.69
ISIC_0014639.jpg,0.29,1.34,0.15,0.67
ISIC_0012508.jpg,0.23,1.82,0.17,0.72
ISIC_0012278.jpg,0.13,3.23,0.15,0.66
ISIC_0002489.jpg,0.18,2.18,0.17,0.68
ISIC_0014438.jpg,0.09,1.73,0.08,0.71
ISIC_0013164.jpg,0.21,11.97,0.23,0.59
ISIC_0014062.jpg,0.42,2.07,0.08,0.69
ISIC_0014964.jpg,0.12,33.53,0.31,0.71
ISIC_0004715.jpg,0.08,1.13,0.07,0.64
ISIC_0014851.jpg,0.17,1.98,0.19,0.64
ISIC_0016044.jpg,0.14,1.21,0.14,0.67
ISIC_0013830.jpg,0.14,1.56,0.13,0.68
ISIC_0013048.jpg,0.09,1.61,0.17,0.64
ISIC_0013395.jpg,0.12,1.7,0.12,0.67
ISIC_0011199.jpg,0.24,2.56,0.18,0.66
ISIC_0013599.jpg,0.11,1.76,0.2,0.73
ISIC_0014798.jpg,0.21,58.42,0.22,0.71
ISIC_0013423.jpg,0.1,1.17,0.05,0.67
ISIC_0012961.jpg,0.22,1.94,0.14,0.62
ISIC_0011343.jpg,0.29,1.31,0.24,0.66
ISIC_0012684.jpg,0.13,1.75,0.21,0.7
ISIC_0014913.jpg,0.18,2.09,0.24,0.7
ISIC_0015193.jpg,0.2,17.82,0.21,0.7
ISIC_0011114.jpg,0.21,1.15,0.25,0.67
ISIC_0012271.jpg,0.08,1.66,0.16,0.72
ISIC_0015985.jpg,0.16,4.56,0.15,0.65
ISIC_0002829.jpg,0.13,1.18,0.16,0.66
ISIC_0013615.jpg,0.39,58.88,0.1,0.6
ISIC_0010473.jpg,0.27,3.92,0.2,0.76
ISIC_0013762.jpg,0.68,2.08,0.13,0.73
ISIC_0000383.jpg,0.16,3.14,0.17,0.64
ISIC_0014683.jpg,0.12,1.85,0.23,0.71
ISIC_0010178.jpg,0.13,1.66,0.19,0.66
ISIC_0000085.jpg,0.18,4.79,0.26,0.61
ISIC_0000164.jpg,0.25,1.42,0.37,0.71
ISIC_0012164.jpg,0.24,1.78,0.12,0.71
ISIC_0000026.jpg,0.19,1.31,0.15,0.73
ISIC_0014114.jpg,0.19,1.2,0.19,0.66
ISIC_0014498.jpg,0.12,1.72,0.15,0.72
ISIC_0014929.jpg,0.13,1.6,0.29,0.69
ISIC_0010206.jpg,0.14,2.61,0.42,0.68
ISIC_0006776.jpg,0.15,1.15,0.11,0.62
ISIC_0012680.jpg,0.13,1.59,0.31,0.67
ISIC_0014089.jpg,0.31,6.85,0.15,0.71
ISIC_0011088.jpg,0.13,1.22,0.14,0.75
ISIC_0011303.jpg,0.09,1.22,0.31,0.67
ISIC_0013643.jpg,0.13,1.67,0.08,0.66
ISIC_0016000.jpg,0.26,17.47,0.18,0.65
ISIC_0012701.jpg,0.25,1.88,0.2,0.68
ISIC_0000293.jpg,0.28,1.3,0.28,0.8
ISIC_0011214.jpg,0.1,3.59,0.27,0.73
ISIC_0012137.jpg,0.35,1.54,0.25,0.62
ISIC_0015002.jpg,0.13,15.01,0.21,0.69
ISIC_0010335.jpg,0.18,1.23,0.33,0.69
ISIC_0000215.jpg,0.08,1.23,0.36,0.74
ISIC_0015941.jpg,0.17,4.48,0.25,0.69
ISIC_0000006.jpg,0.19,3.59,0.2,0.71
ISIC_0013765.jpg,0.2,1.29,0.15,0.62
ISIC_0008552.jpg,0.14,3.2,0.11,0.71
ISIC_0000520.jpg,0.19,1.22,0.17,0.68
ISIC_0013146.jpg,0.45,2.96,0.16,0.66
ISIC_0010192.jpg,0.13,1.32,0.31,0.69
ISIC_0014132.jpg,0.06,1.15,0.09,0.66
ISIC_0013673.jpg,0.12,1.15,0.11,0.65
ISIC_0012520.jpg,0.28,1.95,0.14,0.67
ISIC_0013512.jpg,0.2,8.5,0.18,0.65
ISIC_0013672.jpg,0.29,1.48,0.11,0.75
ISIC_0012208.jpg,0.11,1.56,0.15,0.66
ISIC_0000471.jpg,0.19,3.08,0.25,0.66
ISIC_0012810.jpg,0.33,7.51,0.03,0.65
ISIC_0000336.jpg,0.18,1.24,0.26,0.62
ISIC_0014163.jpg,0.45,2.65,0.07,0.67
ISIC_0010105.jpg,0.2,1.17,0.36,0.6
ISIC_0013600.jpg,0.09,1.28,0.14,0.73
ISIC_0015443.jpg,0.12,1.56,0.16,0.67
ISIC_0009160.jpg,0.08,1.17,0.17,0.65
ISIC_0012658.jpg,0.19,1.63,0.14,0.7
ISIC_0015984.jpg,0.19,1.26,0.16,0.73
ISIC_0013749.jpg,0.24,1.81,0.11,0.66
ISIC_0000166.jpg,0.18,3.01,0.43,0.63
ISIC_0010171.jpg,0.17,1.31,0.15,0.58
ISIC_0011352.jpg,0.49,4.03,0.19,0.7
ISIC_0013079.jpg,0.09,1.25,0.12,0.63
ISIC_0014027.jpg,0.23,1.21,0.1,0.65
ISIC_0013817.jpg,0.06,1.65,0.12,0.64
ISIC_0013026.jpg,0.16,1.76,0.24,0.72
ISIC_0001126.jpg,0.29,1.66,0.12,0.74
ISIC_0013193.jpg,0.05,1.37,0.13,0.74
ISIC_0012855.jpg,0.13,1.74,0.22,0.71
ISIC_0000229.jpg,0.4,1.65,0.34,0.73
ISIC_0013134.jpg,0.12,1.17,0.05,0.67
ISIC_0010847.jpg,0.16,1.2,0.28,0.64
ISIC_0000207.jpg,0.04,1.25,0.25,0.75
ISIC_0009993.jpg,0.38,3.14,0.27,0.68
ISIC_0012357.jpg,0.35,21.86,0.09,0.69
ISIC_0012904.jpg,0.12,5.27,0.13,0.63
ISIC_0015466.jpg,0.21,1.37,0.25,0.83
ISIC_0000307.jpg,0.26,1.3,0.26,0.74
ISIC_0011397.jpg,0.28,1.49,0.19,0.72
ISIC_0014090.jpg,0.28,15.5,0.14,0.69
ISIC_0009973.jpg,0.11,3.23,0.26,0.66
ISIC_0013390.jpg,0.09,1.61,0.13,0.63
ISIC_0014211.jpg,0.2,1.79,0.06,0.67
ISIC_0013862.jpg,0.19,1.35,0.09,0.68
ISIC_0000262.jpg,0.29,3.41,0.19,0.67
ISIC_0000062.jpg,0.17,3.96,0.23,0.68
ISIC_0009964.jpg,0.23,2.3,0.21,0.66
ISIC_0013981.jpg,0.19,1.21,0.11,0.7
ISIC_0014867.jpg,0.18,17.72,0.28,0.68
ISIC_0000086.jpg,0.09,2.65,0.2,0.73
ISIC_0012949.jpg,0.34,1.64,0.22,0.65
ISIC_0000193.jpg,0.16,1.29,0.3,0.72
ISIC_0000245.jpg,0.12,1.16,0.17,0.69
ISIC_0013702.jpg,0.1,1.26,0.11,0.72
ISIC_0014263.jpg,0.14,1.59,0.11,0.62
ISIC_0000359.jpg,0.16,1.26,0.28,0.76
ISIC_0014127.jpg,0.16,2.01,0.1,0.75
ISIC_0010462.jpg,0.14,2.42,0.29,0.66
ISIC_0010233.jpg,0.07,1.21,0.16,0.69
ISIC_0000461.jpg,0.22,4.79,0.16,0.71
ISIC_0014982.jpg,0.16,1.21,0.32,0.69
ISIC_0015353.jpg,0.21,69.79,0.11,0.73
ISIC_0010472.jpg,0.31,2.94,0.24,0.63
ISIC_0014944.jpg,0.23,31.47,0.23,0.65
ISIC_0001188.jpg,0.21,1.21,0.13,0.61
ISIC_0015986.jpg,0.32,25.99,0.14,0.74
ISIC_0014069.jpg,0.11,1.2,0.05,0.66
ISIC_0007087.jpg,0.2,2.42,0.18,0.68
ISIC_0010591.jpg,0.22,1.26,0.19,0.65
ISIC_0014166.jpg,0.45,24.18,0.04,0.69
ISIC_0010189.jpg,0.38,1.27,0.2,0.96
ISIC_0014372.jpg,0.35,1.6,0.13,0.61
ISIC_0014682.jpg,0.19,1.79,0.24,0.75
ISIC_0010220.jpg,0.2,3.13,0.22,0.66
ISIC_0012363.jpg,0.27,18.14,0.06,0.67
ISIC_0010557.jpg,0.21,4.29,0.16,0.62
ISIC_0012804.jpg,0.1,1.26,0.28,0.7
ISIC_0000057.jpg,0.17,1.9,0.18,0.66
ISIC_0000187.jpg,0.21,1.15,0.27,0.79
ISIC_0015940.jpg,0.16,1.19,0.3,0.61
ISIC_0000022.jpg,0.14,1.39,0.24,0.69
ISIC_0002287.jpg,0.19,1.5,0.14,0.72
ISIC_0010456.jpg,0.21,4.09,0.27,0.64
ISIC_0014139.jpg,0.17,1.68,0.14,0.65
ISIC_0000321.jpg,0.08,1.17,0.24,0.67
ISIC_0009935.jpg,0.06,1.19,0.24,0.67
ISIC_0000353.jpg,0.12,1.34,0.24,0.64
ISIC_0015968.jpg,0.12,1.24,0.14,0.67
ISIC_0000073.jpg,0.14,1.69,0.29,0.7
ISIC_0012494.jpg,0.17,1.28,0.08,0.67
ISIC_0014731.jpg,0.16,7.16,0.14,0.64
ISIC_0000479.jpg,0.28,13.63,0.13,0.73
ISIC_0010059.jpg,0.19,1.27,0.25,0.7
ISIC_0015130.jpg,0.12,21.98,0.29,0.65
ISIC_0009990.jpg,0.05,1.23,0.35,0.81
ISIC_0013031.jpg,0.17,1.27,0.12,0.65
ISIC_0016012.jpg,0.33,25.72,0.12,0.71
ISIC_0014698.jpg,0.09,15.04,0.28,0.6
ISIC_0014489.jpg,0.17,1.25,0.14,0.66
ISIC_0013809.jpg,0.11,1.18,0.11,0.65
ISIC_0014832.jpg,0.26,2.41,0.21,0.66
ISIC_0011349.jpg,0.33,1.49,0.22,0.77
ISIC_0010013.jpg,0.11,1.2,0.41,0.69
ISIC_0013601.jpg,0.23,1.86,0.1,0.77
ISIC_0015015.jpg,0.19,1.18,0.36,0.63
ISIC_0009949.jpg,0.18,2.01,0.42,0.7
ISIC_0000382.jpg,0.25,1.6,0.1,0.68
ISIC_0013966.jpg,0.17,1.26,0.08,0.67
ISIC_0013579.jpg,0.44,2.59,0.07,0.64
ISIC_0013975.jpg,0.21,1.27,0.12,0.63
ISIC_0015982.jpg,0.17,15.38,0.19,0.68
ISIC_0000499.jpg,0.11,1.31,0.29,0.7
ISIC_0013897.jpg,0.38,14.17,0.09,0.61
ISIC_0012888.jpg,0.18,1.66,0.18,0.62
ISIC_0000240.jpg,0.11,1.27,0.25,0.62
ISIC_0015256.jpg,0.15,1.24,0.29,0.8
ISIC_0006795.jpg,0.07,1.14,0.1,0.66
ISIC_0014189.jpg,0.33,1.77,0.1,0.73
ISIC_0000087.jpg,0.1,2.57,0.25,0.77
ISIC_0014558.jpg,0.23,2.27,0.14,0.61
ISIC_0010329.jpg,0.14,1.3,0.3,0.78
ISIC_0016062.jpg,0.17,1.29,0.13,0.73
ISIC_0014716.jpg,0.09,1.22,0.3,0.66
ISIC_0000508.jpg,0.23,3.09,0.18,0.65
ISIC_0014743.jpg,0.11,1.35,0.3,0.76
ISIC_0013802.jpg,0.14,1.62,0.13,0.74
ISIC_0000160.jpg,0.13,1.39,0.27,0.87
ISIC_0012092.jpg,0.06,1.28,0.21,0.7
ISIC_0013518.jpg,0.22,2.54,0.08,0.63
ISIC_0010168.jpg,0.2,3.2,0.32,0.7
ISIC_0000159.jpg,0.17,1.24,0.47,0.66
ISIC_0000456.jpg,0.31,4.29,0.1,0.67
ISIC_0009975.jpg,0.19,1.24,0.43,0.66
ISIC_0014392.jpg,0.15,1.18,0.3,0.66
ISIC_0013559.jpg,0.15,1.94,0.15,0.66
ISIC_0011317.jpg,0.19,1.82,0.19,0.63
ISIC_0013917.jpg,0.23,36.2,0.11,0.66
ISIC_0006021.jpg,0.22,1.34,0.11,0.74
ISIC_0014077.jpg,0.11,1.19,0.18,0.74
ISIC_0000546.jpg,0.15,2.81,0.18,0.68
ISIC_0013800.jpg,0.13,1.87,0.16,0.67
ISIC_0015955.jpg,0.21,1.22,0.1,0.65
ISIC_0000074.jpg,0.41,2.14,0.34,0.8
ISIC_0010358.jpg,0.05,1.21,0.31,0.69
ISIC_0010554.jpg,0.5,3.94,0.17,0.72
ISIC_0015283.jpg,0.19,33.62,0.3,0.71
ISIC_0001134.jpg,0.17,1.34,0.33,0.7
ISIC_0011166.jpg,0.37,4.69,0.18,0.6
ISIC_0014574.jpg,0.28,12.5,0.07,0.65
ISIC_0012475.jpg,0.37,1.39,0.12,0.62
ISIC_0015043.jpg,0.09,1.72,0.31,0.65
ISIC_0012835.jpg,0.13,1.65,0.24,0.69
ISIC_0013969.jpg,0.17,1.85,0.07,0.74
ISIC_0012986.jpg,0.13,1.18,0.15,0.63
ISIC_0013082.jpg,0.11,1.61,0.17,0.65
ISIC_0002948.jpg,0.21,4.81,0.13,0.67
ISIC_0015976.jpg,0.25,9.06,0.25,0.63
ISIC_0013709.jpg,0.13,1.28,0.13,0.69
ISIC_0014422.jpg,0.26,2.69,0.07,0.73
ISIC_0010205.jpg,0.11,1.81,0.37,0.61
ISIC_0010337.jpg,0.24,1.23,0.25,0.58
ISIC_0013861.jpg,0.45,1.46,0.12,0.72
ISIC_0012871.jpg,0.09,1.2,0.09,0.65
ISIC_0009885.jpg,0.24,2.01,0.32,0.6
ISIC_0000141.jpg,0.2,10.41,0.27,0.75
ISIC_0012547.jpg,0.21,1.69,0.14,0.62
ISIC_0015994.jpg,0.19,3.26,0.21,0.64
ISIC_0014092.jpg,0.17,1.71,0.16,0.66
ISIC_0014325.jpg,0.31,2.01,0.1,0.65
ISIC_0012248.jpg,0.07,1.23,0.09,0.75
ISIC_0000274.jpg,0.18,1.27,0.37,0.71
ISIC_0000277.jpg,0.09,1.17,0.27,0.64
ISIC_0008145.jpg,0.18,2.42,0.09,0.72
ISIC_0012902.jpg,0.19,1.23,0.08,0.61
ISIC_0001142.jpg,0.22,1.49,0.16,0.71
ISIC_0009188.jpg,0.1,1.24,0.07,0.65
ISIC_0013120.jpg,0.15,1.21,0.05,0.7
ISIC_0013025.jpg,0.16,1.56,0.21,0.65
ISIC_0014848.jpg,0.14,1.83,0.4,0.61
ISIC_0010104.jpg,0.31,3.09,0.24,0.65
ISIC_0011083.jpg,0.17,1.88,0.29,0.61
ISIC_0000530.jpg,0.19,1.27,0.24,0.63
ISIC_0010175.jpg,0.15,1.23,0.34,0.77
ISIC_0014238.jpg,0.13,1.64,0.08,0.65
ISIC_0012657.jpg,0.11,1.76,0.19,0.59
ISIC_0014013.jpg,0.14,1.8,0.17,0.64
ISIC_0014770.jpg,0.09,1.6,0.28,0.67
ISIC_0009961.jpg,0.08,1.3,0.14,0.73
ISIC_0014580.jpg,0.26,1.57,0.16,0.81
ISIC_0012550.jpg,0.2,1.94,0.13,0.68
ISIC_0016025.jpg,0.31,1.34,0.26,0.66
ISIC_0000154.jpg,0.15,2.16,0.17,0.64
ISIC_0008524.jpg,0.41,1.68,0.09,0.75
ISIC_0010382.jpg,0.17,1.21,0.15,0.79
ISIC_0000132.jpg,0.14,1.18,0.19,0.68
ISIC_0010596.jpg,0.25,1.41,0.25,0.66
ISIC_0012213.jpg,0.17,1.6,0.19,0.73
ISIC_0014697.jpg,0.12,1.19,0.29,0.63
ISIC_0013792.jpg,0.08,1.53,0.13,0.6
ISIC_0013844.jpg,0.31,1.95,0.14,0.63
ISIC_0000011.jpg,0.21,1.93,0.19,0.63
ISIC_0013355.jpg,0.19,1.67,0.12,0.69
ISIC_0015284.jpg,0.17,1.31,0.35,0.63
ISIC_0000100.jpg,0.12,1.18,0.37,0.66
ISIC_0000295.jpg,0.21,1.42,0.2,0.75
ISIC_0010019.jpg,0.18,3.63,0.22,0.71
ISIC_0013908.jpg,0.2,1.28,0.15,0.66
ISIC_0010321.jpg,0.28,1.32,0.18,0.66
ISIC_0014835.jpg,0.18,1.24,0.33,0.65
ISIC_0012086.jpg,0.13,1.18,0.09,0.7
ISIC_0014812.jpg,0.11,1.8,0.29,0.7
ISIC_0013636.jpg,0.13,1.19,0.15,0.67
ISIC_0015160.jpg,0.17,24.68,0.2,0.65
ISIC_0015190.jpg,0.31,2.12,0.24,0.65
ISIC_0015950.jpg,0.24,7.88,0.13,0.63
ISIC_0000105.jpg,0.25,15.45,0.25,0.71
ISIC_0013736.jpg,0.15,1.76,0.08,0.65
ISIC_0014546.jpg,0.08,1.16,0.06,0.7
ISIC_0000152.jpg,0.11,2.57,0.24,0.63
ISIC_0012102.jpg,0.07,1.65,0.09,0.73
ISIC_0014393.jpg,0.09,1.14,0.07,0.62
ISIC_0012551.jpg,0.17,10.68,0.14,0.57
ISIC_0010858.jpg,0.1,1.15,0.11,0.67
ISIC_0009873.jpg,0.23,4.05,0.11,0.77
ISIC_0015960.jpg,0.16,1.18,0.22,0.66
ISIC_0012741.jpg,0.11,1.59,0.18,0.65
ISIC_0014632.jpg,0.23,1.66,0.04,0.7
ISIC_0014623.jpg,0.13,2.08,0.19,0.7
ISIC_0015967.jpg,0.07,1.16,0.17,0.64
ISIC_0000115.jpg,0.16,1.31,0.3,0.73
ISIC_0014599.jpg,0.27,1.98,0.26,0.63
ISIC_0015064.jpg,0.17,39.09,0.22,0.76
ISIC_0012187.jpg,0.19,1.8,0.15,0.68
ISIC_0012097.jpg,0.13,1.7,0.26,0.7
ISIC_0015481.jpg,0.5,26.1,0.26,0.65
ISIC_0012179.jpg,0.61,6.65,0.15,0.67
ISIC_0010070.jpg,0.16,1.22,0.45,0.72
ISIC_0008256.jpg,0.11,1.62,0.15,0.78
ISIC_0002476.jpg,0.1,1.88,0.11,0.73
ISIC_0014423.jpg,0.16,1.15,0.1,0.64
ISIC_0013118.jpg,0.26,1.9,0.2,0.65
ISIC_0016056.jpg,0.27,10.46,0.1,0.68
ISIC_0012685.jpg,0.17,1.63,0.21,0.66
ISIC_0005548.jpg,0.23,3.52,0.16,0.69
ISIC_0010016.jpg,0.27,1.33,0.34,0.67
ISIC_0014846.jpg,0.14,1.75,0.32,0.68
ISIC_0010241.jpg,0.19,2.13,0.12,0.61
ISIC_0000348.jpg,0.3,1.43,0.38,0.62
ISIC_0009201.jpg,0.19,1.23,0.1,0.65
ISIC_0013039.jpg,0.17,1.67,0.2,0.65
ISIC_0014962.jpg,0.15,1.24,0.4,0.72
ISIC_0014336.jpg,0.13,1.15,0.09,0.64
ISIC_0013216.jpg,0.16,7.93,0.11,0.63
ISIC_0009982.jpg,0.17,1.23,0.25,0.68
ISIC_0014923.jpg,0.12,1.71,0.3,0.64
ISIC_0000206.jpg,0.27,4.89,0.41,0.66
ISIC_0000149.jpg,0.07,1.15,0.25,0.65
ISIC_0015631.jpg,0.14,22.13,0.27,0.72
ISIC_0012987.jpg,0.23,1.99,0.1,0.73
ISIC_0009991.jpg,0.34,2.05,0.27,0.67
ISIC_0014680.jpg,0.18,2.02,0.17,0.65
ISIC_0013024.jpg,0.12,1.16,0.15,0.59
ISIC_0010599.jpg,0.31,3.13,0.15,0.6
ISIC_0001103.jpg,0.3,37.56,0.24,0.62
ISIC_0010078.jpg,0.23,1.24,0.37,0.69
ISIC_0010443.jpg,0.11,2.84,0.25,0.66
ISIC_0009874.jpg,0.14,1.37,0.4,0.77
ISIC_0005187.jpg,0.24,19.45,0.14,0.64
ISIC_0014541.jpg,0.07,1.2,0.12,0.66
ISIC_0000388.jpg,0.06,1.14,0.16,0.62
ISIC_0012957.jpg,0.09,1.16,0.09,0.66
ISIC_0000421.jpg,0.18,6.42,0.23,0.56
ISIC_0014940.jpg,0.18,32.33,0.25,0.6
ISIC_0000162.jpg,0.2,1.3,0.26,0.64
ISIC_0000260.jpg,0.2,2.71,0.17,0.62
ISIC_0009083.jpg,0.16,1.36,0.07,0.76
ISIC_0013888.jpg,0.11,1.75,0.13,0.68
ISIC_0013980.jpg,0.24,1.71,0.14,0.69
ISIC_0009901.jpg,0.21,3.43,0.21,0.62
ISIC_0013072.jpg,0.14,1.17,0.14,0.63
ISIC_0000109.jpg,0.35,6.12,0.21,0.63
ISIC_0000038.jpg,0.19,2.34,0.38,0.74
ISIC_0012415.jpg,0.07,1.18,0.2,0.67
ISIC_0000165.jpg,0.35,3.41,0.38,0.71
ISIC_0014596.jpg,0.25,1.8,0.11,0.7
ISIC_0009977.jpg,0.09,1.22,0.23,0.68
ISIC_0000221.jpg,0.09,1.18,0.39,0.64
ISIC_0014927.jpg,0.11,46.12,0.24,0.69
ISIC_0016024.jpg,0.28,1.46,0.13,0.65
ISIC_0012719.jpg,0.21,2.08,0.12,0.61
ISIC_0009758.jpg,0.14,1.21,0.08,0.67
ISIC_0015483.jpg,0.1,1.73,0.28,0.66
ISIC_0008913.jpg,0.11,1.18,0.11,0.65
ISIC_0014431.jpg,0.14,1.58,0.17,0.68
ISIC_0010219.jpg,0.08,1.17,0.12,0.64
ISIC_0012956.jpg,0.14,1.58,0.18,0.68
ISIC_0011306.jpg,0.36,2.39,0.17,0.74
ISIC_0015313.jpg,0.1,1.72,0.32,0.74
ISIC_0014219.jpg,0.27,1.31,0.1,0.69
ISIC_0014308.jpg,0.23,1.82,0.09,0.61
ISIC_0014849.jpg,0.28,2.18,0.26,0.6
ISIC_0010342.jpg,0.19,1.33,0.32,0.74
ISIC_0002353.jpg,0.22,1.2,0.14,0.62
ISIC_0009944.jpg,0.06,1.26,0.29,0.73
ISIC_0000137.jpg,0.27,2.08,0.2,0.71
ISIC_0002093.jpg,0.16,3.38,0.12,0.8
ISIC_0012756.jpg,0.12,1.72,0.14,0.67
ISIC_0013204.jpg,0.25,3.5,0.16,0.68
ISIC_0016059.jpg,0.22,9.35,0.1,0.66
ISIC_0011223.jpg,0.15,1.84,0.19,0.66
ISIC_0003539.jpg,0.23,1.41,0.23,0.74
ISIC_0001213.jpg,0.24,1.83,0.16,0.68
ISIC_0014932.jpg,0.27,157.56,0.42,0.77
ISIC_0014831.jpg,0.14,2.09,0.27,0.73
ISIC_0013596.jpg,0.2,1.32,0.18,0.68
ISIC_0011123.jpg,0.24,2.85,0.22,0.61
ISIC_0013984.jpg,0.13,1.65,0.17,0.67
ISIC_0010574.jpg,0.16,1.34,0.19,0.74
ISIC_0012330.jpg,0.09,1.19,0.19,0.7
ISIC_0013198.jpg,0.35,1.63,0.17,0.65
ISIC_0010565.jpg,0.08,1.16,0.1,0.66
ISIC_0001852.jpg,0.17,1.57,0.23,0.7
ISIC_0015617.jpg,0.09,1.27,0.27,0.8
ISIC_0016057.jpg,0.33,9.14,0.15,0.69
ISIC_0014144.jpg,0.23,1.79,0.1,0.65
ISIC_0014696.jpg,0.11,1.78,0.26,0.69
ISIC_0012360.jpg,0.27,2.03,0.19,0.72
ISIC_0009978.jpg,0.16,1.16,0.22,0.68
ISIC_0014796.jpg,0.13,15.21,0.25,0.69
ISIC_0015395.jpg,0.14,22.86,0.22,0.61
ISIC_0015089.jpg,0.31,1.22,0.41,0.69
ISIC_0000415.jpg,0.54,14.48,0.18,0.84
ISIC_0001374.jpg,0.12,1.26,0.11,0.62
ISIC_0015125.jpg,0.1,27.66,0.45,0.66
ISIC_0011079.jpg,0.22,3.28,0.24,0.81
ISIC_0013073.jpg,0.29,1.25,0.14,0.79
ISIC_0012744.jpg,0.18,1.55,0.14,0.67
ISIC_0012907.jpg,0.15,1.76,0.14,0.63
ISIC_0011139.jpg,0.17,1.38,0.13,0.81
